"Includes Amazon Marketplace, Fulfilment by Amazon (FBA) and Amazon Webstore transactions"
"All amounts in AUD, unless specified"
"Definitions:"
"Sales tax collected: Includes sales tax collected from buyers for product sales, shipping and gift wrap."
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes shipping chargebacks, shipping holdbacks, per-item fees and sales tax collection fees."
"Other: Includes non-order transaction amounts. For more details, see the “Type” and “Description” columns for each order ID."
"date/time","settlement ID","type","order ID","sku","description","quantity","marketplace","fulfilment","order city","order state","order postal","product sales","shipping credits","gift wrap credits","promotional rebates","sales tax collected","low value goods","selling fees","fulfilment by amazon fees","other transaction fees","other","total"
"16 Nov 2025 3:02:39 pm GMT+9","12187095163","Refund","503-0714051-0906268","CCF-CSH2-AlShtPnBkRk-HlfTwn","Stainless Steel Baking Tray and Rack Set – 2 Half Sheet Oven Trays with 2 Cooling Racks for Oven, Durable Bakeware for Baking, Cooking, Grilling, an","1","amazon.com.au","Amazon","BERWICK","VIC","3806","-50.21","-9.99","0","9.99","0","0","5.22","0","0","0","-44.99"
"16 Nov 2025 6:00:26 pm GMT+9","12187095163","Order","503-9221355-7006213","CCF-CSH-MzlnaChprCtngBrd2","Mezzaluna Chopper with Cutting Board Set – Sharp Mezzaluna Knife, Sturdy Chopping Board & Protective Cover – Designed for Quick Herb & Veggie Prep","1","amazon.com.au","Amazon","RESERVOIR","VIC","3073","23.99","0","0","0","0","0","0","-10.65","0","0","13.34"
"17 Nov 2025 1:44:31 am GMT+9","12187095163","Order","250-8155743-0862223","6T-GX3J-KT8G","Meat Tenderiser Hammer – Heavy Duty Meat Mallet for Tenderizing Steak, Chicken, Beef & More – Double-Sided Tool with Comfortable Handle for Home K","1","amazon.com.au","Amazon","Colebee","NSW","2761","14.99","0","0","0","0","0","0","-8.40","0","0","6.59"
"17 Nov 2025 3:11:33 am GMT+9","12187095163","Order","250-5214559-8556631","CCF-CSH-DghScrpr2","Stainless Steel Dough Scraper with Cover – Versatile Kitchen Tool, Heavy-Duty Bench Scraper & Dough Cutter for Baking, Cooking, Pastry, and Bread Pr","1","amazon.com.au","Amazon","UPPER COOMERA","QLD","4209","9.99","1.60","0","-1.60","0","0","0","-6.72","0","0","3.27"
"17 Nov 2025 3:38:48 am GMT+9","12187095163","Order","249-6026264-5623027","CCF-CSH-PltcCtngBrd","Plastic Cutting Board – Reversible Chopping Board with Juice Groove, Flexible Cutting Mat Style, Dishwasher Safe, White/Black","1","amazon.com.au","Amazon","CENTENNIAL PARK","NSW","2021","19.49","2.50","0","-2.50","0","0","0","-10.14","0","0","9.35"
"17 Nov 2025 3:55:01 am GMT+9","12187095163","Order","249-4329560-4144669","CCF-CSH-DghScrpr2","Stainless Steel Dough Scraper with Cover – Versatile Kitchen Tool, Heavy-Duty Bench Scraper & Dough Cutter for Baking, Cooking, Pastry, and Bread Pr","1","amazon.com.au","Amazon","ERSKINEVILLE","NSW","2043","9.99","0","0","0","0","0","0","-6.72","0","0","3.27"
"17 Nov 2025 6:05:34 am GMT+9","12187095163","Order","503-0900853-3785452","CCF-CSH-BkRkHlf2-2pk","Cooling and Roasting Rack Set - 2 Pack Stainless Steel Cooling Racks for Cooking and Baking, 30 x 43cm Oven-Safe Baking Racks, Heavy-Duty Oven Rack fo","1","amazon.com.au","Amazon","MOUNT PLEASANT","WA","6153","31.96","0","0","0","0","0","0","-10.14","0","0","21.82"
"17 Nov 2025 7:26:17 am GMT+9","12187095163","Order","503-8384597-3871044","CCF-CSH-RlngPin","Stainless Steel Rolling Pin for Baking – Heavy-Duty Dough Rolling pin for Pizza, Cookies & Pastry | Non-Stick, Easy to Clean, Kitchen Essential","1","amazon.com.au","Amazon","St Ives","NSW","2075","15.97","0","0","0","0","0","0","-8.40","0","0","7.57"
"17 Nov 2025 8:52:12 am GMT+9","12187095163","Order","249-8861066-9238268","NLK-CSH-DcntGlsSet-Hbt","Whisky Decanter (750ml) and Whiskey Glasses(300ml) Hobart, Wine Decanter for Scotch, Bourbon, Whisky, Elegant Holiday Whiskey Gifts for Men and Women","1","amazon.com.au","Amazon","HARKNESS","VIC","3337","40.99","0","0","0","0","0","0","-15.91","0","0","25.08"
"17 Nov 2025 2:18:00 pm GMT+9","12187095163","Order","503-0112747-8717458","CCF-CSH2-AlShtPnBkRk-HlfTwn","Stainless Steel Baking Tray and Rack Set – 2 Half Sheet Oven Trays with 2 Cooling Racks for Oven, Durable Bakeware for Baking, Cooking, Grilling, an","1","amazon.com.au","Amazon","Eumundi","QLD","4562","50.21","0","0","0","0","0","0","-14.34","0","0","35.87"
"17 Nov 2025 4:17:10 pm GMT+9","12187095163","Order","503-6183051-2196622","NLK-CSH-Sklt-22","12"" Cast Iron Pan – Heavy-Duty cast Iron Skillet and Deep Frying Pans (2.5"" Deep) – Pre-Seasoned Nonstick Surface for Searing, Baking, Sautéing �","1","amazon.com.au","Amazon","MINDARIE","WA","6030","45.99","0","0","0","0","0","0","-11.20","0","0","34.79"
"17 Nov 2025 9:44:52 pm GMT+9","12187095163","Order","250-4444919-2216659","CCF-CSH-BkRkHlf2-2pk","Cooling and Roasting Rack Set - 2 Pack Stainless Steel Cooling Racks for Cooking and Baking, 30 x 43cm Oven-Safe Baking Racks, Heavy-Duty Oven Rack fo","1","amazon.com.au","Amazon","Skye","Victoria","3977","31.96","0","0","0","0","0","0","-10.14","0","0","21.82"
"17 Nov 2025 10:00:10 pm GMT+9","12187095163","Adjustment","","6T-GX3J-KT8G","FBA Inventory Reimbursement - Damaged:Warehouse","1","","","","","","0","0","0","0","0","0","0","0","0","5.40","5.40"
"17 Nov 2025 10:08:05 pm GMT+9","12187095163","Order","249-1490623-9794265","NLK-CSH-Sklt-22","12"" Cast Iron Pan – Heavy-Duty cast Iron Skillet and Deep Frying Pans (2.5"" Deep) – Pre-Seasoned Nonstick Surface for Searing, Baking, Sautéing �","1","amazon.com.au","Amazon","Westbourne Park","South Australia","5041","45.99","0","0","0","0","0","0","-11.20","0","0","34.79"
"18 Nov 2025 12:26:03 am GMT+9","12187095163","Order","503-3893773-6804611","CCF-CSH-PzaPel-Xl","Extra Large Pizza Peel with Folding Handle – Heavy-Duty Stainless Steel Pizza Paddle for Effortless Transfer, Perfect Pizza Turning Peel for Outdoor","1","amazon.com.au","Amazon","STANMORE","NSW","2048","32.00","0","0","0","0","0","0","-10.65","0","0","21.35"
"18 Nov 2025 12:58:39 am GMT+9","12187095163","Order","249-9222016-9027045","CCF-CSH-RlngPin","Stainless Steel Rolling Pin for Baking – Heavy-Duty Dough Rolling pin for Pizza, Cookies & Pastry | Non-Stick, Easy to Clean, Kitchen Essential","1","amazon.com.au","Amazon","VARSITY LAKES","QLD","4227","15.97","0","0","0","0","0","0","-8.40","0","0","7.57"
"18 Nov 2025 4:49:18 am GMT+9","12187095163","Order","503-2606535-1230265","CCF-CSH-PzaPel","Large Pizza Peel with Folding Handle – Durable Stainless Steel Pizza Paddle for Easy Transfer, Perfect Pizza Turning Peel for Outdoor Pizza Ovens an","1","amazon.com.au","Amazon","KADINA","SA","5554","22.41","0","0","0","0","0","0","-10.65","0","0","11.76"
"18 Nov 2025 6:08:49 am GMT+9","12187095163","Order","250-9956805-6655032","CCF-CSH-PrPzaCtr","Heavy Duty Pizza Cutter Rocker Blade with Cover – Premium Stainless Steel Pizza Slicer with Protective Sheath, Ergonomic Non-Slip Handle, Dishwasher","1","amazon.com.au","Amazon","Wilberforce","NSW","2756","17.99","0","0","0","0","0","0","-8.40","0","0","9.59"
"18 Nov 2025 8:49:37 am GMT+9","12187095163","Order","503-7923294-3079059","CCF-CSH2-AlShtPnBkRk-HlfTwn","Stainless Steel Baking Tray and Rack Set – 2 Half Sheet Oven Trays with 2 Cooling Racks for Oven, Durable Bakeware for Baking, Cooking, Grilling, an","1","amazon.com.au","Amazon","Pakenham","VIC","3810","50.21","0","0","0","0","0","0","-14.34","0","0","35.87"
"18 Nov 2025 9:09:39 am GMT+9","12187095163","Order","250-7493972-9218249","CCF-CSH-RlngPin","Stainless Steel Rolling Pin for Baking – Heavy-Duty Dough Rolling pin for Pizza, Cookies & Pastry | Non-Stick, Easy to Clean, Kitchen Essential","1","amazon.com.au","Amazon","BALDIVIS","WA","6171","15.97","0","0","0","0","0","0","-8.40","0","0","7.57"
"18 Nov 2025 10:49:16 am GMT+9","12187095163","Order","503-4572906-4131851","CCF-CSH-RlngPin","Stainless Steel Rolling Pin for Baking – Heavy-Duty Dough Rolling pin for Pizza, Cookies & Pastry | Non-Stick, Easy to Clean, Kitchen Essential","1","amazon.com.au","Amazon","MONTROSE","VIC","3765","15.97","0","0","0","0","0","0","-8.40","0","0","7.57"
"18 Nov 2025 10:04:46 pm GMT+9","12187095163","Order","503-1132838-3494220","CCF-CSH-BkRkHlf2-2pk","Cooling and Roasting Rack Set - 2 Pack Stainless Steel Cooling Racks for Cooking and Baking, 30 x 43cm Oven-Safe Baking Racks, Heavy-Duty Oven Rack fo","1","amazon.com.au","Amazon","YARRAVILLE","VIC","3013","31.96","0","0","0","0","0","0","-10.14","0","0","21.82"
"18 Nov 2025 11:40:37 pm GMT+9","12187095163","Order","250-8687473-4657433","CCF-CSH-BkRkHlf2-2pk","Cooling and Roasting Rack Set - 2 Pack Stainless Steel Cooling Racks for Cooking and Baking, 30 x 43cm Oven-Safe Baking Racks, Heavy-Duty Oven Rack fo","1","amazon.com.au","Amazon","Mango Hill","Qld","4509","31.96","0","0","0","0","0","0","-10.14","0","0","21.82"
"19 Nov 2025 7:29:57 am GMT+9","12187095163","Order","249-8948506-9957427","NLK-CSH-Sklt-22","12"" Cast Iron Pan – Heavy-Duty cast Iron Skillet and Deep Frying Pans (2.5"" Deep) – Pre-Seasoned Nonstick Surface for Searing, Baking, Sautéing �","1","amazon.com.au","Amazon","BLIGH PARK","NSW","2756","45.99","0","0","0","0","0","0","-11.20","0","0","34.79"
"19 Nov 2025 7:58:16 am GMT+9","12187095163","Order","249-6893197-8825417","CCF-CSH1-PzaCtr-L14","Pizza Cutter Rocker Blade 14"" - Sharp Stainless Steel Rocker Knife with Plastic Blade Sheath, Dishwasher Safe, Outdoor Pizza Oven Accessories (14 inch","1","amazon.com.au","Amazon","GLENWOOD","NSW","2768","17.99","0","0","0","0","0","0","-8.40","0","0","9.59"
"19 Nov 2025 8:42:47 am GMT+9","12187095163","Order","503-5294070-6599040","NLK-CSH-Sklt-22","12"" Cast Iron Pan – Heavy-Duty cast Iron Skillet and Deep Frying Pans (2.5"" Deep) – Pre-Seasoned Nonstick Surface for Searing, Baking, Sautéing �","1","amazon.com.au","Amazon","GLEN HUNTLY","VIC","3163","45.99","2.67","0","-2.67","0","0","0","-11.20","0","0","34.79"
"19 Nov 2025 8:51:55 am GMT+9","12187095163","Order","503-5222527-5899828","CCF-CSH-DghScrpr2","Stainless Steel Dough Scraper with Cover – Versatile Kitchen Tool, Heavy-Duty Bench Scraper & Dough Cutter for Baking, Cooking, Pastry, and Bread Pr","1","amazon.com.au","Amazon","Point Cook","Victoria","3030","9.99","0","0","0","0","0","0","-6.72","0","0","3.27"
"19 Nov 2025 8:52:36 am GMT+9","12187095163","Order","503-4296863-8134259","CCF-CSH4-AlShtPnBkRk-HlfTwn","Stainless Steel Baking Tray with Cooling Rack – 1 Quarter Sheet Oven Tray and 1 Wire Rack for Oven, Durable Bakeware for Baking, Cooking, Grilling,","1","amazon.com.au","Amazon","MARAYLYA","NSW","2765","34.99","4.99","0","-4.99","0","0","0","-10.14","0","0","24.85"
"19 Nov 2025 8:21:25 pm GMT+9","12187095163","Order","249-4078041-9300628","CCF-CSH-BkRkHlf2-2pk","Cooling and Roasting Rack Set - 2 Pack Stainless Steel Cooling Racks for Cooking and Baking, 30 x 43cm Oven-Safe Baking Racks, Heavy-Duty Oven Rack fo","1","amazon.com.au","Amazon","BELLBIRD PARK","QLD","4300","31.96","0","0","0","0","0","0","-10.14","0","0","21.82"
"19 Nov 2025 10:05:46 pm GMT+9","12187095163","Order","250-3395455-5189408","CCF-CSH1-PzaCtr-L14","Pizza Cutter Rocker Blade 14"" - Sharp Stainless Steel Rocker Knife with Plastic Blade Sheath, Dishwasher Safe, Outdoor Pizza Oven Accessories (14 inch","1","amazon.com.au","Amazon","KANGAROO GROUND","VIC","3097","17.99","0","0","0","0","0","0","-8.40","0","0","9.59"
"20 Nov 2025 7:51:29 am GMT+9","12187095163","Order","249-9918601-3422265","CCF-CSH-IceCrmScp","Durable Ice Cream Scoop with Ergonomic Handle – Heavy-Duty Aluminium Icecream Scoop for Effortless Serving of Frozen Desserts, Sorbet, Gelato & More","1","amazon.com.au","Amazon","BONNYRIGG HEIGHTS","NSW","2177","9.99","1.60","0","-1.60","0","0","0","-6.46","0","0","3.53"
"20 Nov 2025 8:46:48 am GMT+9","12187095163","Order","249-4024055-5703024","CCF-CSH-PltcCtngBrd","Plastic Cutting Board – Reversible Chopping Board with Juice Groove, Flexible Cutting Mat Style, Dishwasher Safe, White/Black","1","amazon.com.au","Amazon","BULLEEN","VIC","3105","19.49","0","0","0","0","0","0","-10.14","0","0","9.35"
"20 Nov 2025 10:34:23 am GMT+9","12187095163","Order","503-6213213-9007842","CCF-CSH-BkRkHlf2-2pk","Cooling and Roasting Rack Set - 2 Pack Stainless Steel Cooling Racks for Cooking and Baking, 30 x 43cm Oven-Safe Baking Racks, Heavy-Duty Oven Rack fo","2","amazon.com.au","Amazon","BUNYA","QLD","4055","63.92","0","0","0","0","0","0","-20.28","0","0","43.64"
"20 Nov 2025 10:56:12 am GMT+9","12187095163","Service fee","","","Cost of advertising","","","","","","","0","0","0","0","0","0","0","0","-500.58","0","-500.58"
"20 Nov 2025 11:13:23 am GMT+9","12187095163","Order","250-8987541-8209447","N9-I4FJ-SD05","3-Tier Ceramic Cupcake Holder, Cake Stand Holder, Tiered DIY Cupcake Stand Tower for Dessert Table Displays, Birthday Theme Party Favors Decoration, F","1","amazon.com.au","Amazon","Sydney","NSW","2065","17.99","0","0","0","0","0","0","-11.78","0","0","6.21"
"20 Nov 2025 12:21:01 pm GMT+9","12187095163","Order","503-4321801-4100618","CCF-CSH-RlngPin","Stainless Steel Rolling Pin for Baking – Heavy-Duty Dough Rolling pin for Pizza, Cookies & Pastry | Non-Stick, Easy to Clean, Kitchen Essential","1","amazon.com.au","Amazon","SUMMER HILL","NSW","2130","15.97","0","0","0","0","0","0","-8.40","0","0","7.57"
"20 Nov 2025 1:06:45 pm GMT+9","12187095163","Order","503-8004499-7807061","CCF-CSH-RlngPin","Stainless Steel Rolling Pin for Baking – Heavy-Duty Dough Rolling pin for Pizza, Cookies & Pastry | Non-Stick, Easy to Clean, Kitchen Essential","1","amazon.com.au","Amazon","Ashtonfield","NSW","2323","15.97","8.99","0","-8.99","0","0","0","-8.40","0","0","7.57"
"20 Nov 2025 10:44:54 pm GMT+9","12187095163","Order","249-7685959-3274200","CCF-CSH-RlngPin","Stainless Steel Rolling Pin for Baking – Heavy-Duty Dough Rolling pin for Pizza, Cookies & Pastry | Non-Stick, Easy to Clean, Kitchen Essential","1","amazon.com.au","Amazon","PORT MELBOURNE","VIC","3207","15.97","0","0","0","0","0","0","-8.40","0","0","7.57"
"20 Nov 2025 11:04:03 pm GMT+9","12187095163","Order","250-7660150-6892620","CCF-CSH-RlngPin","Stainless Steel Rolling Pin for Baking – Heavy-Duty Dough Rolling pin for Pizza, Cookies & Pastry | Non-Stick, Easy to Clean, Kitchen Essential","1","amazon.com.au","Amazon","WEDGEFIELD","WA","6721","15.97","0","0","0","0","0","0","-8.40","0","0","7.57"
"21 Nov 2025 12:14:59 am GMT+9","12187095163","Order","250-4013769-7610249","N9-I4FJ-SD05","3-Tier Ceramic Cupcake Holder, Cake Stand Holder, Tiered DIY Cupcake Stand Tower for Dessert Table Displays, Birthday Theme Party Favors Decoration, F","2","amazon.com.au","Amazon","BLIGH PARK","NSW","2756","35.98","0","0","0","0","0","0","-23.56","0","0","12.42"
"21 Nov 2025 2:38:23 am GMT+9","12187095163","Order","503-4971820-7284645","CCF-CSH-PltcCtngBrd","Plastic Cutting Board – Reversible Chopping Board with Juice Groove, Flexible Cutting Mat Style, Dishwasher Safe, White/Black","1","amazon.com.au","Amazon","WOOLOOWARE","NSW","2230","19.49","0.77","0","-0.77","0","0","0","-10.14","0","0","9.35"
"21 Nov 2025 5:19:06 am GMT+9","12187095163","Order","250-7048880-7581466","CCF-CSH4-AlShtPnBkRk-HlfTwn","Stainless Steel Baking Tray with Cooling Rack – 1 Quarter Sheet Oven Tray and 1 Wire Rack for Oven, Durable Bakeware for Baking, Cooking, Grilling,","1","amazon.com.au","Amazon","Berwick","VIC","3806","34.99","0","0","0","0","0","0","-10.14","0","0","24.85"
"21 Nov 2025 5:25:34 am GMT+9","12187095163","Order","250-3776582-1039834","CCF-CSH2-AlShtPnBkRk-HlfTwn","Stainless Steel Baking Tray and Rack Set – 2 Half Sheet Oven Trays with 2 Cooling Racks for Oven, Durable Bakeware for Baking, Cooking, Grilling, an","1","amazon.com.au","Amazon","THE GAP","QLD","4061","50.21","0","0","0","0","0","0","-14.34","0","0","35.87"
"21 Nov 2025 11:56:01 am GMT+9","12187095163","Order","503-9117290-4317428","N9-I4FJ-SD05","3-Tier Ceramic Cupcake Holder, Cake Stand Holder, Tiered DIY Cupcake Stand Tower for Dessert Table Displays, Birthday Theme Party Favors Decoration, F","1","amazon.com.au","Amazon","DONVALE","VIC","3111","17.99","0","0","0","0","0","0","-11.78","0","0","6.21"
"21 Nov 2025 6:01:37 pm GMT+9","12187095163","Order","250-4251702-4706216","CCF-CSH-PrPzaCtr","Heavy Duty Pizza Cutter Rocker Blade with Cover – Premium Stainless Steel Pizza Slicer with Protective Sheath, Ergonomic Non-Slip Handle, Dishwasher","1","amazon.com.au","Amazon","FLETCHER","NSW","2287","17.99","0","0","0","0","0","0","-8.40","0","0","9.59"
"21 Nov 2025 7:23:04 pm GMT+9","12187095163","Order","249-3488348-1744664","6T-GX3J-KT8G","Meat Tenderiser Hammer – Heavy Duty Meat Mallet for Tenderizing Steak, Chicken, Beef & More – Double-Sided Tool with Comfortable Handle for Home K","1","amazon.com.au","Amazon","MIDDLE SWAN","WA","6056","14.99","0","0","0","0","0","0","-8.40","0","0","6.59"
"21 Nov 2025 11:21:22 pm GMT+9","12187095163","Order","249-4995019-1829412","N9-I4FJ-SD05","3-Tier Ceramic Cupcake Holder, Cake Stand Holder, Tiered DIY Cupcake Stand Tower for Dessert Table Displays, Birthday Theme Party Favors Decoration, F","1","amazon.com.au","Amazon","MAUDSLAND","QLD","4210","17.99","0","0","0","0","0","0","-11.78","0","0","6.21"
"21 Nov 2025 11:21:22 pm GMT+9","12187095163","Order","249-4995019-1829412","N9-I4FJ-SD05","3-Tier Ceramic Cupcake Holder, Cake Stand Holder, Tiered DIY Cupcake Stand Tower for Dessert Table Displays, Birthday Theme Party Favors Decoration, F","1","amazon.com.au","Amazon","MAUDSLAND","QLD","4210","17.99","0","0","0","0","0","0","-11.78","0","0","6.21"
"21 Nov 2025 11:32:43 pm GMT+9","12187095163","Order","503-1670064-3505464","CCF-CSH-DghScrpr2","Stainless Steel Dough Scraper with Cover – Versatile Kitchen Tool, Heavy-Duty Bench Scraper & Dough Cutter for Baking, Cooking, Pastry, and Bread Pr","1","amazon.com.au","Amazon","SPRINGFIELD LAKES","QLD","4300","9.99","0","0","0","0","0","0","-6.72","0","0","3.27"
"21 Nov 2025 11:54:08 pm GMT+9","12187095163","Order","249-5205164-4010226","N9-I4FJ-SD05","3-Tier Ceramic Cupcake Holder, Cake Stand Holder, Tiered DIY Cupcake Stand Tower for Dessert Table Displays, Birthday Theme Party Favors Decoration, F","1","amazon.com.au","Amazon","Neutral Bay","NSW","2089","17.99","0","0","0","0","0","0","-11.78","0","0","6.21"
"22 Nov 2025 4:13:23 am GMT+9","12187095163","Order","503-5258339-3192603","CCF-CSH-PzaPel","Large Pizza Peel with Folding Handle – Durable Stainless Steel Pizza Paddle for Easy Transfer, Perfect Pizza Turning Peel for Outdoor Pizza Ovens an","1","amazon.com.au","Amazon","GLADESVILLE","NSW","2111","22.41","0","0","0","0","0","0","-10.65","0","0","11.76"
"22 Nov 2025 5:06:21 am GMT+9","12187095163","Order","503-4798060-1655037","NLK-CSH-Sklt-22","12"" Cast Iron Pan – Heavy-Duty cast Iron Skillet and Deep Frying Pans (2.5"" Deep) – Pre-Seasoned Nonstick Surface for Searing, Baking, Sautéing �","1","amazon.com.au","Amazon","Langwarrin","Victoria","3910","40.21","0","0","0","0","0","0","-11.20","0","0","29.01"
"22 Nov 2025 8:08:08 am GMT+9","12187095163","Order","249-5777850-2496615","NLK-CSH-Sklt-22","12"" Cast Iron Pan – Heavy-Duty cast Iron Skillet and Deep Frying Pans (2.5"" Deep) – Pre-Seasoned Nonstick Surface for Searing, Baking, Sautéing �","1","amazon.com.au","Amazon","Russell Lea","NSW","2046","40.21","2.67","0","-2.67","0","0","0","-11.20","0","0","29.01"
"22 Nov 2025 8:34:22 am GMT+9","12187095163","Order","250-7657280-5529404","6T-GX3J-KT8G","Meat Tenderiser Hammer – Heavy Duty Meat Mallet for Tenderizing Steak, Chicken, Beef & More – Double-Sided Tool with Comfortable Handle for Home K","1","amazon.com.au","Amazon","HAMPTON PARK","VIC","3976","14.99","2.66","0","0","0","0","0","-11.06","0","0","6.59"
"22 Nov 2025 8:40:31 am GMT+9","12187095163","Refund","503-5258339-3192603","CCF-CSH-PzaPel","Large Pizza Peel with Folding Handle – Durable Stainless Steel Pizza Paddle for Easy Transfer, Perfect Pizza Turning Peel for Outdoor Pizza Ovens an","1","amazon.com.au","Amazon","GLADESVILLE","NSW","2111","-22.41","0","0","0","0","0","0","0","0","0","-22.41"
"22 Nov 2025 11:08:58 am GMT+9","12187095163","Order","249-3694409-1028621","CCF-CSH-TstrPn5pcs","5-Piece Nonstick Bakeware Set for Toaster & Convection Ovens – Includes Baking Trays, Cooling Rack & Silicone Mats – Compact Baking Tray Set for S","1","amazon.com.au","Amazon","BULLEEN","VIC","3105","24.99","2.00","0","-2.00","0","0","0","-9.12","0","0","15.87"
"22 Nov 2025 7:56:47 pm GMT+9","12187095163","Order","249-2433559-3325456","CCF-CSH-RlngPin","Stainless Steel Rolling Pin for Baking – Heavy-Duty Dough Rolling pin for Pizza, Cookies & Pastry | Non-Stick, Easy to Clean, Kitchen Essential","1","amazon.com.au","Amazon","BATEAU BAY","NSW","2261","15.97","0","0","0","0","0","0","-8.40","0","0","7.57"
"22 Nov 2025 9:42:53 pm GMT+9","12187095163","Order","249-7619316-9475020","NLK-CSH-Sklt-22","12"" Cast Iron Pan – Heavy-Duty cast Iron Skillet and Deep Frying Pans (2.5"" Deep) – Pre-Seasoned Nonstick Surface for Searing, Baking, Sautéing �","1","amazon.com.au","Amazon","LITTLE BAY","NSW","2036","40.21","7.99","0","0","0","0","0","-19.19","0","0","29.01"
"23 Nov 2025 12:11:58 am GMT+9","12187095163","Order","249-0731947-7803033","6T-GX3J-KT8G","Meat Tenderiser Hammer – Heavy Duty Meat Mallet for Tenderizing Steak, Chicken, Beef & More – Double-Sided Tool with Comfortable Handle for Home K","1","amazon.com.au","Amazon","PEAKHURST","NSW","2210","14.99","1.67","0","-1.67","0","0","0","-8.40","0","0","6.59"
"23 Nov 2025 2:33:50 am GMT+9","12187095163","Order","249-5034760-8771822","CCF-CSH-RlngPin","Stainless Steel Rolling Pin for Baking – Heavy-Duty Dough Rolling pin for Pizza, Cookies & Pastry | Non-Stick, Easy to Clean, Kitchen Essential","1","amazon.com.au","Amazon","GLASS HOUSE MOUNTAINS","QLD","4518","15.97","0","0","0","0","0","0","-8.40","0","0","7.57"
"23 Nov 2025 7:11:37 am GMT+9","12187095163","Order","249-2657951-6875033","CCF-CSH-TstrPn5pcs","5-Piece Nonstick Bakeware Set for Toaster & Convection Ovens – Includes Baking Trays, Cooling Rack & Silicone Mats – Compact Baking Tray Set for S","1","amazon.com.au","Amazon","SEAFORD","VIC","3198","24.99","0","0","0","0","0","0","-9.12","0","0","15.87"
"24 Nov 2025 4:18:20 am GMT+9","12187095163","Order","249-2646821-9851802","CCF-CSH-PzaPel","Large Pizza Peel with Folding Handle – Durable Stainless Steel Pizza Paddle for Easy Transfer, Perfect Pizza Turning Peel for Outdoor Pizza Ovens an","1","amazon.com.au","Amazon","ASCOT PARK","SA","5043","22.41","0","0","0","0","0","0","-10.65","0","0","11.76"
"24 Nov 2025 4:26:23 am GMT+9","12187095163","Order","250-6622355-0204667","CCF-CSH-PzaPel-Xl","Extra Large Pizza Peel with Folding Handle – Heavy-Duty Stainless Steel Pizza Paddle for Effortless Transfer, Perfect Pizza Turning Peel for Outdoor","1","amazon.com.au","Amazon","BRIAR HILL","VIC","3088","32.00","0","0","0","0","0","-2.09","-10.65","0","0","19.26"
"24 Nov 2025 7:20:45 am GMT+9","12187095163","Order","250-0120354-8731804","CCF-CSH-BkRkHlf2-2pk","Cooling and Roasting Rack Set - 2 Pack Stainless Steel Cooling Racks for Cooking and Baking, 30 x 43cm Oven-Safe Baking Racks, Heavy-Duty Oven Rack fo","1","amazon.com.au","Amazon","AUCKLAND","","06","29.05","5.96","0","-5.96","4.36","-4.36","0","-10.14","0","0","18.91"
"24 Nov 2025 7:27:07 am GMT+9","12187095163","Order","250-6892678-9837419","CCF-CSH-SlUtensl5pcs","5-Piece Silicone Kitchen Utensil Set – Premium BPA-Free Cooking Tools & Gadgets for Nonstick Cookware – Dishwasher Safe & Durable","1","amazon.com.au","Amazon","COPACABANA","NSW","2251","19.99","0","0","0","0","0","0","-10.65","0","0","9.34"
"24 Nov 2025 4:46:37 pm GMT+9","12187095163","Order","250-8059337-3762226","CCF-CSH1-PzaCtr-L14","Pizza Cutter Rocker Blade 14"" - Sharp Stainless Steel Rocker Knife with Plastic Blade Sheath, Dishwasher Safe, Outdoor Pizza Oven Accessories (14 inch","2","amazon.com.au","Amazon","Highton","VIC","3216","35.98","0","0","0","0","0","-4.68","-16.81","0","0","14.49"
"24 Nov 2025 9:37:31 pm GMT+9","12187095163","Order","249-2520556-3074260","CCF-CSH-IceCrmScp","Durable Ice Cream Scoop with Ergonomic Handle – Heavy-Duty Aluminium Icecream Scoop for Effortless Serving of Frozen Desserts, Sorbet, Gelato & More","1","amazon.com.au","Amazon","CAULFIELD NORTH","VIC","3161","9.99","0","0","0","0","0","-1.30","-6.46","0","0","2.23"
"24 Nov 2025 9:57:18 pm GMT+9","12187095163","Order","250-3213306-4455855","CCF-CSH-DghScrpr2","Stainless Steel Dough Scraper with Cover – Versatile Kitchen Tool, Heavy-Duty Bench Scraper & Dough Cutter for Baking, Cooking, Pastry, and Bread Pr","1","amazon.com.au","Amazon","BASSENDEAN","WA","6054","9.99","5.00","0","-5.00","0","0","-1.30","-6.72","0","0","1.97"
"24 Nov 2025 11:01:35 pm GMT+9","12187095163","Order","250-2707092-5842209","NLK-CSH-Sklt-22","12"" Cast Iron Pan – Heavy-Duty cast Iron Skillet and Deep Frying Pans (2.5"" Deep) – Pre-Seasoned Nonstick Surface for Searing, Baking, Sautéing �","1","amazon.com.au","Amazon","Brisbane","Qld","4300","40.21","0","0","0","0","0","-5.23","-11.20","0","0","23.78"
"24 Nov 2025 11:49:29 pm GMT+9","12187095163","Order","503-3551445-6409463","NLK-CSH-Sklt-22","12"" Cast Iron Pan – Heavy-Duty cast Iron Skillet and Deep Frying Pans (2.5"" Deep) – Pre-Seasoned Nonstick Surface for Searing, Baking, Sautéing �","3","amazon.com.au","Amazon","LAVERTON","VIC","3028","120.63","0","0","0","0","0","0","-33.59","0","0","87.04"
